"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P1_d ', 'PCD')","('P1_e ', 'experiencia_profissional_prejudicada')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_m ', 'Você participou de entrevistas de emprego nos últimos 6 meses?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_p ', 'Atualmente qual a sua forma de trabalho?')"
zm002vpc4t279hpdfzm002v95mmlvkq2,39.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zk541gdfp38zk51rs6k2q3pp6fytz2l9,31.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Propósito do trabalho e da empresa, Remuneração/Salário",Modelo 100% remoto
zk0gb0ne7c82of94h08mqzk0gb0sd59h,,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo 100% presencial
zjpwdztcnxrvtingrzh8rk0obyzjpwdz,38.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Benefícios, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto
zjmg0dwnz7foz9zjdeqaxusoa6lb7mbe,48.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ziuj0xffswuazpmjpri1ziujubtris2n,28.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zit1fhmwhombzi6s3s448ky0pqhjgga6,27.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial
zhz5wq486mcgh5hh5zizhz5wh3nno3rp,26.0,Feminino,Branca,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
zhx9qtqt5wlcu2mw0zhx9rgn8m6ipjju,33.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Pleno,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial
zhvf8eozlk04z4jm7tzhvf0pwsigwumx,28.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outra opção,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zhso0sabcnxcjh79rzhsoidyowk23b8h,39.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),,Acima de R$ 40.001/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Remuneração/Salário,Modelo 100% remoto
zhccc4tprxtzit2wfmkqtcnx7o49ekbi,31.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",Modelo 100% remoto
zgzg3oj3133trfhka2zgzg3ode54jyg6,25.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outras Engenharias,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial
zguo6vbcbj53swqvmeplnzgdytmzd1ra,43.0,Masculino,Branca,Não,,Doutorado ou Phd,Química / Física,Servidor Público,,de R$ 30.001/mês a R$ 40.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Oportunidade de aprendizado e trabalhar com referências na área,Modelo híbrido com dias fixos de trabalho presencial
zgsa1r6fzb952mile7q5lzgsa1rnw71u,35.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 25.001/mês a R$ 30.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial
zgomrwhvcqs04v4azgomhg4fa6f148gu,44.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Ciências Sociais,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zgksbxk1mijcwexer5g8zgksbbqgt2nh,31.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zg8angrbb8ibfxzg8anggldov3qxqkte,43.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,,de R$ 20.001/mês a R$ 25.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% presencial
zfuwue3jsdjszfuqtdhuf7nzxvas9m71,34.0,Masculino,Indígena,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego",Maturidade da empresa em termos de tecnologia e dados,Modelo híbrido com dias fixos de trabalho presencial
zfpttoq1n07x63rqynozfptevfzlh6as,32.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
zfnykoirgbvev5zsig78zfnykoirtcu2,48.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Maturidade da empresa em termos de tecnologia e dados, Reputação que a empresa tem no mercado, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
zfeuk2m9jozahicujlla8zfeuk2g7apj,29.0,Feminino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Somente Estudante (pós-graduação),,,,,
zehbwpq0cu27mcdfzehbwumsktj37ut5,33.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 20.001/mês a R$ 25.000/mês,"Sim, fui aprovado e mudei de emprego","Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ze8vowc5usprrw7hnnhze8vow9xt3ap1,33.0,Feminino,Branca,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Outra opção,Empregado (CLT),Pleno,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
ze456e6jx9450sr21wze456efdynob5p,26.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ze0pd6gjldhip1dkoijqvh9ze0pd6gk0,50.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ze0flpuodrwpzwayraze0flpiys7xgge,28.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 16.001/mês a R$ 20.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
zdfl92yeveayf0es8fanzdfl92r0nmod,22.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zddsl7xfyvz34uacz2zdd013egv0j9gh,31.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes, Remuneração/Salário",Modelo 100% remoto
zd9plqpv81ejykezd9p3hg3jbmr7ayag,37.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Outras Engenharias,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zd5s6bcf9okqqtf5ywvzd5s65btae7ki,30.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Química / Física,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% remoto
zc6ydze9dl57nwzc6yds1v5rh1dwplgs,36.0,Feminino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo híbrido com dias fixos de trabalho presencial
zc1pt7pxbnhsftxwf5zc1pt499f4selu,,Masculino,Branca,Não,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Freelancer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial
zbukfwxvpwlk6loglm0zbukfwx6bvyb6,40.0,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto
